date,AAPL,Return,42d,242d,Mov_Vol
1990-09-27,6.66,-0.0512182164942,8.53380952381,,
1990-09-28,6.83,0.0252051890304,8.46142857143,,
1990-10-01,7.19,0.0513664981503,8.39547619048,,
1990-10-02,6.98,-0.0296422549587,8.31833333333,,
1990-10-03,6.36,-0.0930205394223,8.23904761905,,
1990-10-04,6.6,0.0370412716803,8.17523809524,,
1990-10-05,6.6,0.0,8.11142857143,,
1990-10-08,6.86,0.0386377927054,8.05023809524,,
1990-10-09,6.6,-0.0386377927054,7.98642857143,,
1990-10-10,6.25,-0.0544881852841,7.91833333333,,
1990-10-11,6.54,0.0453557017208,7.85095238095,,
1990-10-12,6.66,0.0181823190832,7.78714285714,,
1990-10-15,6.54,-0.0181823190832,7.72333333333,,
1990-10-16,5.89,-0.104681167806,7.6480952381,,
1990-10-17,6.25,0.0593254660848,7.59261904762,,
1990-10-18,6.72,0.0725066907867,7.54642857143,,
1990-10-19,7.39,0.0950395804251,7.51904761905,,
1990-10-22,7.33,-0.00815221906155,7.49642857143,,
1990-10-23,7.31,-0.00273224213687,7.4769047619,,
1990-10-24,7.19,-0.0165521020287,7.44880952381,,
1990-10-25,7.07,-0.0168306918245,7.40523809524,,
1990-10-26,7.07,0.0,7.35952380952,,
1990-10-29,7.04,-0.00425230973853,7.3180952381,,
1990-10-30,7.16,0.0169018108026,7.28523809524,,
1990-10-31,7.25,0.012491487894,7.25023809524,,
1990-11-01,7.19,-0.00831029713363,7.21380952381,,
1990-11-02,7.48,0.0395416202534,7.19,,
1990-11-05,7.84,0.0470060423759,7.17595238095,,
1990-11-06,7.9,0.00762392511066,7.16,,
1990-11-07,7.84,-0.00762392511066,7.14595238095,,
1990-11-08,8.13,0.0363220891974,7.14880952381,,
1990-11-09,8.37,0.0290929609417,7.15738095238,,
1990-11-12,8.54,0.0201071232991,7.17142857143,,
1990-11-13,8.48,-0.00705055799667,7.18261904762,,
1990-11-14,8.72,0.0279087881171,7.20095238095,,
1990-11-15,8.48,-0.0279087881171,7.21547619048,,
1990-11-16,8.31,-0.0202508409365,7.23095238095,,
1990-11-19,8.6,0.0343025943921,7.25833333333,,
1990-11-20,8.39,-0.0247216827803,7.28142857143,,
1990-11-21,8.54,0.0177204873214,7.315,,
1990-11-23,8.6,0.00700119545898,7.35142857143,,
1990-11-26,8.69,0.0104107360178,7.39142857143,,
1990-11-27,8.87,0.0205018570442,7.44404761905,,
1990-11-28,8.69,-0.0205018570442,7.48833333333,,
1990-11-29,8.69,0.0,7.52404761905,,
1990-11-30,8.69,0.0,7.56476190476,,
1990-12-03,9.02,0.0372713947972,7.6280952381,,
1990-12-04,9.1,0.00883007944827,7.68761904762,,
1990-12-05,9.49,0.041964199099,7.75642857143,,
1990-12-06,9.75,0.0270286723879,7.82523809524,,
1990-12-07,10.05,0.0303053494953,7.90738095238,,
1990-12-10,9.87,-0.0180727810597,7.99357142857,,
1990-12-11,9.46,-0.0424274703816,8.0630952381,,
1990-12-12,9.37,-0.00955928681346,8.12761904762,,
1990-12-13,9.64,0.0284080123721,8.20142857143,,
1990-12-14,9.43,-0.0220250119771,8.28571428571,,
1990-12-17,9.49,0.00634251597647,8.36285714286,,
1990-12-18,9.99,0.0513459800386,8.44071428571,,
1990-12-19,9.9,-0.00904983551992,8.50047619048,,
1990-12-20,10.4,0.0492710490068,8.57357142857,,
1990-12-21,10.64,0.0228146777662,8.65285714286,,
1990-12-24,10.4,-0.0228146777662,8.72928571429,,
1990-12-26,10.35,-0.00481928643595,8.80738095238,,
1990-12-27,10.29,-0.00581396986542,8.88404761905,,
1990-12-28,10.17,-0.0117303397855,8.95857142857,,
1990-12-31,10.17,0.0,9.03023809524,,
1991-01-02,10.29,0.0117303397855,9.10261904762,,
1991-01-03,10.17,-0.0117303397855,9.17357142857,,
1991-01-04,10.23,0.00588236990307,9.23904761905,,
1991-01-07,10.23,0.0,9.29595238095,,
1991-01-08,10.23,0.0,9.35142857143,,
1991-01-09,10.7,0.0449191615043,9.41952380952,,
1991-01-10,11.15,0.0411957564383,9.49142857143,,
1991-01-11,11.11,-0.00359389425459,9.55666666667,,
1991-01-14,10.94,-0.0154198066577,9.61380952381,,
1991-01-15,11.06,0.0109091991004,9.67523809524,,
1991-01-16,11.76,0.0613689463763,9.74761904762,8.97219008264,
1991-01-17,12.12,0.0301530381707,9.83428571429,8.98979338843,
1991-01-18,11.88,-0.0200006667067,9.91928571429,9.00582644628,
1991-01-21,12.0,0.0100503358535,10.0002380952,9.02161157025,
1991-01-22,12.12,0.00995033085317,10.089047619,9.03814049587,
1991-01-23,12.24,0.00985229644301,10.1771428571,9.05661157025,
1991-01-24,12.33,0.00732604009207,10.265952381,9.07570247934,
1991-01-25,12.65,0.0256218979973,10.3602380952,9.09491735537,
1991-01-28,12.89,0.0187946017776,10.455952381,9.11537190083,
1991-01-29,12.71,-0.0140627317497,10.5516666667,9.13458677686,
1991-01-30,13.12,0.0317486983146,10.6571428571,9.15574380165,144.592198972
1991-01-31,13.12,0.0,10.7626190476,9.17690082645,144.923547827
1991-02-01,13.18,0.00456274555842,10.8616666667,9.19867768595,145.249857155
1991-02-04,13.07,-0.00838100143823,10.9561904762,9.22024793388,145.557898201
1991-02-05,13.66,0.0441523265065,11.0554761905,9.24376033058,145.906885397
1991-02-06,13.45,-0.0154927480948,11.1435714286,9.26739669421,146.264691765
1991-02-07,13.66,0.0154927480948,11.2295238095,9.29165289256,146.639506534
1991-02-08,14.16,0.0359492341229,11.3316666667,9.31723140496,147.02755006
1991-02-11,14.51,0.0244169786305,11.4519047619,9.34475206612,147.441421158
1991-02-12,14.19,-0.0223005757241,11.5666666667,9.37045454545,147.827574861
1991-02-13,14.19,0.0,11.675,9.39590909091,148.217508209
1991-02-14,13.51,-0.0491073391998,11.7721428571,9.41904958678,148.564605583
